id,name,artists,href,z,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,centroid,mean,var,skewness,kurtosis,RMS,max_amplitude,zcr,spectral_centroid,spectral_slope,spectral_flatness
6ajyEEzWZbw8ycDcJAN099,Cupid's Chokehold / Breakfast in America - Radio Mix,Gym Class Heroes,https://api.spotify.com/v1/tracks/6ajyEEzWZbw8ycDcJAN099,20,0.584,0.681,1,-5.084,0,0.0781,0.495,0,0.289,0.821,79.702,237173,4,182103.11563749978,0.5214586301641675,5288.742846881798,-4.013629280728781e-07,-2.9999998661091114,72.72561286083996,128.0,0.47319634791283716,10882.987585834762,-0.045436475333515,0.8424655281368868
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justin Timberlake,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,83,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4,182794.77720025706,0.5597181773931409,5301.398617396988,-3.4607495918001887e-07,-2.9999998670035115,72.81285533362286,128.0,0.47654915807971227,10941.755634297715,-0.02325211716798837,0.8428020622839193
1F6oGPF75u9RuHH4BGx9Bf,We Are Never Ever Getting Back Together,Taylor Swift,https://api.spotify.com/v1/tracks/1F6oGPF75u9RuHH4BGx9Bf,16,0.624,0.685,7,-5.902,1,0.12,0.0105,2.22e-05,0.126,0.781,86.059,193147,4,181915.82412607296,0.7892553898049115,5298.4905050388825,-4.724330266052282e-07,-2.99999986688527,72.79500964426902,128.0,0.47560222785033385,10918.752030403948,-0.021975638738400756,0.8425436372306435
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,23,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,182833.60186005328,0.3592975802794839,5293.754497592541,-3.477866991131784e-07,-2.999999866805928,72.75907910593519,128.0,0.4774901411160119,10947.131420713065,-0.019314643402736347,0.8431564113863178
0eGsygTp906u18L0Oimnem,Mr. Brightside,The Killers,https://api.spotify.com/v1/tracks/0eGsygTp906u18L0Oimnem,59,0.351,0.928,1,-3.71,1,0.0759,0.00113,0,0.0988,0.239,148.03,222076,4,181989.62287325447,0.21238435654424145,5330.700219607999,-4.1019127206001165e-07,-2.9999998692644136,73.01195331398075,128.0,0.4775203176974103,10939.445361594255,-0.02712287363677464,0.8427422772943994
1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,Keane,https://api.spotify.com/v1/tracks/1SKPmfSYaPsETbRHaiA18G,92,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,237147,4,181579.6307840001,0.5982483650764342,5267.6329080465,-3.498458343226395e-07,-2.999999864440801,72.58092593204371,128.0,0.4748608971479437,10899.08943291562,-0.034109459571205605,0.8429988238881574
6RjKVXi31fui9m4dbiGRrL,I Knew You Were Trouble,Taylor Swift,https://api.spotify.com/v1/tracks/6RjKVXi31fui9m4dbiGRrL,21,0.499,0.467,6,-6.744,1,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,219720,4,182090.6209025233,0.38873838742659034,5342.877832945801,-3.9270911822706e-07,-2.99999987020467,73.09602554502987,128.0,0.47669768864661677,10887.045990688443,-0.04372716549943071,0.8413019365344993
25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,Wheatus,https://api.spotify.com/v1/tracks/25FTMokYEbEWHEdss5JLZS,70,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,241667,4,182060.90332516422,0.4682399045364478,5290.893287597124,-3.238520310763716e-07,-2.9999998662829115,72.74003393046586,128.0,0.4790525848740978,10942.870934828607,-0.018801350994915107,0.8423985570750668
07K4GcCDSTiXUF5ssyTRUM,The Sweet Escape,Gwen Stefani & Akon,https://api.spotify.com/v1/tracks/07K4GcCDSTiXUF5ssyTRUM,40,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246467,4,181549.61190605492,0.8885385864008533,5336.9009536520225,-4.326333048829508e-07,-2.999999869914197,73.05949941295484,128.0,0.4775781910979686,10900.111793596185,-0.038251744485136095,0.8419881190102783
3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,https://api.spotify.com/v1/tracks/3kMrazSvILsgcwtidZd1Qd,31,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4,181507.06491802947,0.8908066725274968,5290.496133621357,-4.273198896012809e-07,-2.9999998664966867,72.74125150249462,128.0,0.4759536020680095,10912.803058840707,-0.030018200470988392,0.8425693342391137
